ProductName,SKU,Category,ItemType,TrackSerials,SerialPrefix,SerialNextNumber,SerialSuffix,Description,DefaultUnitPrice,Markup,IsFixedMarkup,IsTaxInclusivePrice,AGD,Astoria Homes,Beaver Builders,BROOKFIELD,CAS CONSTRUCTION,Country Road Homebuilders,Daniel,David Weekly Homes,DFW Installations,FIG TREE HOMES,FIRST TEXAS HOMES,GH HOMES,Harvest Home Designs,Hunt Homes,Jake Jackson,James Lancaster,JCLI Homes,JOSEPH PAUL HOMES,Key Custom Homes,Malibu Homes,McClintock,Millcreek,NEWPORT HOMEBUILDERS,Pulte ,Stately Design and Renovation,STONEHOLLOW,SUMMA TERRA,TGC Custom Homes,TOLL BROTHERS,TRUTH CONSTRUCTION,TX BUILT CONST,Victor Myers,Villa May,Cost,SpecialTaxRate,LastVendor,VendorProductCode,VendorPrice,BarCode,Uom,SalesUom,SalesUomRatio1,SalesUomRatio2,PurchasingUom,PurchasingUomRatio1,PurchasingUomRatio2,ProductLength,ProductWidth,ProductHeight,ProductWeight,Remarks,CombineQuantityBuildable,AutoManufacture,IsActive
"1/2"" BC PLYWOOD",BC001249,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC001249,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3080 LH MDF PRMD Redi-Prime Flush 4H 4-5/8"" FJ Jamb Brass HNGS",BC001250,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,530.92,,,,,,,,,,,,,,,,313.24,,,,,BC001250,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3080 RH MDF PRMD Redi-Prime Flush 4H 4-5/8"" FJ Jamb Brass HNGS",BC001251,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,530.92,,,,,,,,,,,,,,,,313.24,,,,,BC001251,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2680 LH MDF PRMD Redi-Prime Flush 4H 4-5/8"" FJ Jamb Brass HNGS",BC001252,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,543.12,,,,,,,,,,,,,,,,320.44,,,,,BC001252,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2680 RH MDF PRMD Redi-Prime Flush 4H 4-5/8"" FJ Jamb Brass HNGS",BC001253,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,543.12,,,,,,,,,,,,,,,,320.44,,,,,BC001253,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2480 LH MDF PRMD Redi-Prime Flush 4H 4-5/8"" FJ Jamb Brass HNGS",BC001254,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,501.75,,,,,,,,,,,,,,,,296.03,,,,,BC001254,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2480 RH MDF PRMD Redi-Prime Flush 4H 4-5/8"" FJ Jamb Brass HNGS",BC001255,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,501.75,,,,,,,,,,,,,,,,296.03,,,,,BC001255,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3080 DBL B/C MDF PRMD Redi-Prime Flush 4H 4-5/8"" FJ Jamb Brass HNGS",BC001256,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,893.02,,,,,,,,,,,,,,,,526.88,,,,,BC001256,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2480 LH MDF PRMD Redi-Prime Flush 4H 4-9/16"" FJ Jamb Brass HNGS Mill Sill Threshold",BC001257,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,569.88,,,,,,,,,,,,,,,,336.23,,,,,BC001257,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
3080 MDF PRMD Redi-Prime Flush 4H - Pocket Door,BC001258,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,402.56,,,,,,,,,,,,,,,,237.51,,,,,BC001258,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2868 LH FG TXTRD 1/2 LITE MINI BLINDS, DOG DOOR 4-9/16"" JMB SN HINGES",BC001259,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC001259,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3080 LH MDF PRMD Redi-Prime Flush 4H 4-9/16"" FJ Jamb Brass HNGS Mill Sill Threshold",BC001260,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,1206.56,,,,,,,,,,,,,,,,711.87,,,,,BC001260,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"4080 DBL B/C MDF PRMD Redi-Prime Flush 4H 4-5/8"" FJ Jamb Brass HNGS",BC001261,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,1054.64,,,,,,,,,,,,,,,,622.24,,,,,BC001261,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3080 RHIS FG Smooth 4-9/16""  PRMD Jamb Brass HNGS Mill Sill Threshold",BC001262,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,646.78,,,,,,,,,,,,,,,,381.6,,,,,BC001262,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2880 RHIS FG Smooth 4-9/16""  PRMD Jamb Brass HNGS Mill Sill Threshold",BC001263,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,646.78,,,,,,,,,,,,,,,,381.6,,,,,BC001263,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3080 RHIS FG 4-lite 4-9/16""  PRMD Jamb Brass HNGS Mill Sill Threshold",BC001264,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,1007.54,,,,,,,,,,,,,,,,594.45,,,,,BC001264,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2880 RHIS FG 4-lite 4-9/16""  PRMD Jamb Brass HNGS Mill Sill Threshold",BC001265,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,1007.54,,,,,,,,,,,,,,,,594.45,,,,,BC001265,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2868 2 PANEL ARCH TOP SMTH 20 MIN FIRE DOOR RH SNGL BORE 6-9/16"" FJ JMB MILL SILL SPRING BN HINGES",BC001266,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,393.6,,,,,,,,,,232.65,,DW Distribution,,,BC001266,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3'0"" x 8'0"" LH 5 LITE MAHOGANY SLAB ONLY",BC001267,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.66,,HOELSCHER WEATHERSTIP MFG,,637.66,BC001267,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3080 RH SC 1-3/4"" 2-Panel SQ 4-5/8"" FJ Jamb Black HNGS",BC001268,Fig Tree Int Doors,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,316.03,,,,,,,,,,,,,,,,,,,,,,,,205.42,,,,,BC001268,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3068 RH SC 1-3/4"" 2-Panel SQ 4-5/8"" FJ Jamb Black HNGS",BC001269,Fig Tree Int Doors,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,242.35,,,,,,,,,,,,,,,,,,,,,,,,157.53,,,,,BC001269,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3068 LH SC 1-3/4"" 2-Panel SQ 4-5/8"" FJ Jamb Black HNGS",BC001270,Fig Tree Int Doors,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,242.35,,,,,,,,,,,,,,,,,,,,,,,,194.27,,Boise Cascade,,,BC001270,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2868 RH SC 1-3/4"" 2-Panel SQ 4-5/8"" FJ Jamb Black HNGS",BC001271,Fig Tree Int Doors,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,237.37,,,,,,,,,,,,,,,,,,,,,,,,154.29,,,,,BC001271,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2868 LH SC 1-3/4"" 2-Panel SQ 4-5/8"" FJ Jamb Black HNGS",BC001272,Fig Tree Int Doors,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,237.37,,,,,,,,,,,,,,,,,,,,,,,,154.29,,,,,BC001272,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2668 RH SC 1-3/4"" 2-Panel SQ 4-5/8"" FJ Jamb Black HNGS",BC001273,Fig Tree Int Doors,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,233.94,,,,,,,,,,,,,,,,,,,,,,,,152.06,,,,,BC001273,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2668 LH SC 1-3/4"" 2-Panel SQ 4-5/8"" FJ Jamb Black HNGS",BC001274,Fig Tree Int Doors,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,233.94,,,,,,,,,,,,,,,,,,,,,,,,152.06,,,,,BC001274,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2468 RH SC 1-3/4"" 2-Panel SQ 4-5/8"" FJ Jamb Black HNGS",BC001275,Fig Tree Int Doors,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,233.94,,,,,,,,,,,,,,,,,,,,,,,,152.06,,,,,BC001275,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2468 LH SC 1-3/4"" 2-Panel SQ 4-5/8"" FJ Jamb Black HNGS",BC001276,Fig Tree Int Doors,Stocked product,FALSE,,,,,380.15,150,TRUE,FALSE,,,,,,,,,,233.94,,,,,,,,,,,,,,,,,,,,,,,,152.06,,,,,BC001276,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"4068 DBL B/C SC 1-3/4"" 2-Panel SQ 4-5/8"" FJ Jamb Black HNGS",BC001277,Fig Tree Int Doors,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,445.17,,,,,,,,,,,,,,,,,,,,,,,,289.36,,,,,BC001277,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"5068 DBL B/C SC 1-3/4"" 2-Panel SQ 4-5/8"" FJ Jamb Black HNGS",BC001278,Fig Tree Int Doors,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,453.25,,,,,,,,,,,,,,,,,,,,,,,,294.61,,,,,BC001278,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
3068 LH SC DBL Bore 20 Min Fire 2-Panel SQ 4-9/16 FJ Prime Jamb Black HNG Bronze Threshold,BC001279,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,368.72,,,,,,,,486.68,,,,,,,,,,,,,,,,239.67,,,,,BC001279,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
6080 RHIS Dunnage LH Fixed 1-lite Belleville Oak Smooth FG 4-9/16 FJ PMD Jamb BM Black HNGS Bronze Threshold,BC001280,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,1485.54,,,,,,,,,,,,,,,,,,,,,,,,965.6,,,,,BC001280,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
6080 RHIS Dunnage LH Fixed 1-lite Knotty Alder 4-9/16 FJ Primed Jamb BM Black HNGS Bronze Threshold,BC001281,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,1597.32,,,,,,,,,,,,,,,,,,,,,,,,1038.2616,,,,,BC001281,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"6080 RH DBL Bore Knotty Alder 6-lite 4-9/16"" FJ Jamb Black HNGS Bronze Threshold BM",BC001283,TRUTH CONSTRUCTION EXT DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818.98,,,,1832.34,,,,,BC001283,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3080 LH DBL Bore 1-lite FG Smooth 4-9/16"" FJ Jamb Black HNGS Bronze Threshold BM",BC001284,TRUTH CONSTRUCTION EXT DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.38,,,,556.65,,,,,BC001284,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2668 LH SC 1-3/4"" Santa Fe Smooth 20 min Fire Rated 4-9/16"" FJ Jamb Black HNGS Bronze Threshold",BC001285,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.65,,,,253.92,,,,,BC001285,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
3068 RH SC DBL Bore 20 Min Fire Santa Fe 4-9/16 FJ Prime Jamb Black HNG Bronze Threshold,BC001286,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.52,,,,220.69,,,,,BC001286,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"B-695 9/16""x6-1/2""x16' FJ",BC001287,TRIM,Stocked product,FALSE,,,,,42,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,,,16.8,,METRIE,,16.8,BC001287,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"3068 4-5/8"" Pock Door Frame w/Hardware",BC001288,POCKET DOOR,Stocked product,FALSE,,,,,389.95,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,383.97,,,,,348.52,,,,,,,239.97,,,,155.98,,Boise Cascade,,155.98,BC001288,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"3068 RH HC Santa Fe 4-5/8"" FJ Jamb Black HNGS",BC001289,TRUTH CONSTRUCTION INT DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.35,,,,188.08,,,,,BC001289,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3068 LH HC Santa Fe 4-5/8"" FJ Jamb Black HNGS",BC001290,TRUTH CONSTRUCTION INT DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.35,,,,188.08,,,,,BC001290,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2868 RH HC Santa Fe 4-5/8"" FJ Jamb Black HNGS",BC001291,TRUTH CONSTRUCTION INT DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.43,,,,92.58,,,,,BC001291,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2868 LH HC Santa Fe 4-5/8"" FJ Jamb Black HNGS",BC001292,TRUTH CONSTRUCTION INT DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.43,,,,92.58,,,,,BC001292,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2468 RH HC Santa Fe 4-5/8"" FJ Jamb Black HNGS",BC001293,TRUTH CONSTRUCTION INT DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.85,,,,89.6,,,,,BC001293,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2068 RH HC Santa Fe 4-5/8"" FJ Jamb Black HNGS",BC001295,TRUTH CONSTRUCTION INT DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.14,,,,87.19,,,,,BC001295,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
3068 HC Santa Fe Slab Only - Pocket Door,BC001296,TRUTH CONSTRUCTION INT DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.97,,,,53.93,,,,,BC001296,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"25x54 8'-10'4"" Insulated Wood Stair #350 R3.7",BC001297,ATTIC STAIR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,406.88,,,,,,,,,,,,,,,,,,,,,,,,264.47,,,,,BC001297,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"25x54 8'-10'4"" Metal Stair #375 R3.7",BC001298,ATTIC STAIR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,543.72,,,,,,,,,,,,,,,,,,,,543.72,,,,353.42,,DW Distribution,,,BC001298,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'8"" x 8'0"" RH THERMA TRU STEEL 818 FULL LITE DBL BORE 6-9/16"" FJ JMB ADJ SILL",BC001300,TOLL BROTHERS PATIO DOOR,Stocked product,FALSE,,,,,1183.5,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.15,,,,,473.4,,Boise Cascade,,,BC001300,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"B-218 9/16"" x 5-1/4"" x  16' MDF PRMD",BC001301,TRIM,Stocked product,FALSE,,,,288/ UNIT,16.73,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,,,,6.69,,METRIE,,6.69,BC001301,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"2668 RH SC 1-3/4"" Smooth Flush 4-9/16"" FJ Jamb Black HNGS",BC001302,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.29,,,,202.34,,,,,BC001302,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DOUBLE 2'0"" x 6'8"" HC 2 PANEL V GRV 4-9/16"" FJ JAMB W/BC SN HINGES C-322 CSNG",BC001303,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,474.7,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.88,,DW Distribution,,,BC001303,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DBL 1'6"" x 6'8"" HC 2 PNL ARCH TOP 4-9/16"" FJ JAMB W/BC SN HINGES C-322 CSNG",BC001304,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.08,,DW Distribution,,,BC001304,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DBL 1'6"" x 6'8"" RH HC 2 PNL ARCH TOP 4-9/16"" FJ JMB W/T-AST SN HNGS C-322 CSNG",BC001305,PULTE LITE INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.74533,,Boise Cascade,,,BC001305,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DOUBLE 2'0"" x 6'8"" 1-3/8"" HC RH 2 PNL SQR TOP 4-9/16"" FJ JAMB W/T-AST",BC001307,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.21,,DW Distribution,,,BC001307,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2'4"" x 6'8"" LH 1-3/8"" HC 2 PNL SQUARE TOP SNGL BORE 4-9/16"" JMB",BC001308,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.78,,DW Distribution,,,BC001308,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2'4"" x 6'8"" RH 1-3/8"" HC 2 PNL SQUARE TOP SNGL BORE 4-9/16"" JMB",BC001309,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.78,,DW Distribution,,,BC001309,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2'4"" x 6'8"" HC RIVERSIDE LHIS 4-9/16"" FJ JAMB",BC001310,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.78,,DW Distribution,,,BC001310,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
INDX0027 SINGLE DOOR TO FULL LITE CLEAR,BC001311,TOLL BROTHERS INTERIOR DOORS,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,BC001311,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2868 LH METAL FULL LITE W/MINI BLINDS, 4-9/16"" FJ JAMB, CHROME HINGES, 1"" x 4"" S4S CASING",BC001312,STONEHOLLOW PATIO DOOR,Stocked product,FALSE,,,,,1050.23,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,640.89,,,,,,,,420.09,,,,,BC001312,,,1,1,,1,1,0,0,0,0,,FALSE,FALSE,TRUE
INDX0028 OPTION UPGRADE SINGLE DOOR TO FULL LITE SATIN,BC001313,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC001313,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
INDX0031 OPTION UPGRADE SINGLE DOOR TO FULL LITE SATIN,BC001315,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC001315,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
INDX0031 OPTION UPGRADE DOUBLE DOOR TO FULL LITE SATIN,BC001316,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC001316,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
FULL ROUND CLOSET ROD 10',BC001317,CLOSET ROD,Stocked product,FALSE,,,,,9.73,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,,,,,BC001317,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
1x4 s4s White Oak 16',BC001318,TRIM,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,121.22,,,,,,,,,,,,,,,,71.52,,,,,BC001318,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
1x6 s4s White Oak 16',BC001319,TRIM,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,113.28,,,,,BC001319,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3080 RHIS DBL Bore Dunnage 4-9/16"" Jamb Black HNGS Bronze Threshold BM",BC001320,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.31,,,,234.9,,Boise Cascade,,,BC001320,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
BC 3080 RHIS DBL Bore 6-lite 1-panel Mahogany Flemish Glass Door Only,BC001321,EXTERIOR DOOR,Stocked product,FALSE,,,,,2231.5,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.23,,,,892.6,,Boise Cascade,,,BC001321,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"BC 22"" x 36"" DLSS-2236 1/2 LITE GLASS INSERT",BC001322,PULTE OS BACK PATIO DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.32,,Boise Cascade,,,BC001322,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3068 RHIS DBL Bore 4-lite 1/2-lite 2-P FG 4-9/16"" Jamb Black HNGS Bronze Threshold",BC001323,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.77,,,,411.3,,Boise Cascade,,,BC001323,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3068 LHIS DBL Bore 6-panel Smooth FG 4-9/16"" Jamb Black HNGS Bronze Threshold BM",BC001324,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.92,,,,267.75,,Boise Cascade,,,BC001324,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3680 LHIS DBL Bore 6-lite 1-panel Clear Glass 4-9/16"" Jamb Black HNGS Bronze Threshold BM",BC001325,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810.89,,,,1177.08,,Boise Cascade,,,BC001325,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3680 LHIS DBL Bore 4-lite 1-panel Clear Glass 4-9/16"" Jamb Black HNGS Bronze Threshold BM",BC001326,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.89,,,,1110.78,,,,,BC001326,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3080 RH DBL Bore 1-lite FG Smooth 4-9/16"" FJ Jamb Black HNGS Bronze Threshold BM",BC001327,TRUTH CONSTRUCTION EXT DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.38,,,,556.65,,Boise Cascade,,,BC001327,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2880 LH DBL Bore 1-lite FG 4-9/16"" Jamb Black HNGS Bronze Threshold BM",BC001328,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,944.35,,,,,,,,,,,,856.38,,,,556.65,,Boise Cascade,,,BC001328,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
