ProductName,SKU,Category,ItemType,TrackSerials,SerialPrefix,SerialNextNumber,SerialSuffix,Description,DefaultUnitPrice,Markup,IsFixedMarkup,IsTaxInclusivePrice,AGD,Astoria Homes,Beaver Builders,BROOKFIELD,CAS CONSTRUCTION,Country Road Homebuilders,Daniel,David Weekly Homes,DFW Installations,FIG TREE HOMES,FIRST TEXAS HOMES,GH HOMES,Harvest Home Designs,Hunt Homes,Jake Jackson,James Lancaster,JCLI Homes,JOSEPH PAUL HOMES,Key Custom Homes,Malibu Homes,McClintock,Millcreek,NEWPORT HOMEBUILDERS,Pulte ,Stately Design and Renovation,STONEHOLLOW,SUMMA TERRA,TGC Custom Homes,TOLL BROTHERS,TRUTH CONSTRUCTION,TX BUILT CONST,Victor Myers,Villa May,Cost,SpecialTaxRate,LastVendor,VendorProductCode,VendorPrice,BarCode,Uom,SalesUom,SalesUomRatio1,SalesUomRatio2,PurchasingUom,PurchasingUomRatio1,PurchasingUomRatio2,ProductLength,ProductWidth,ProductHeight,ProductWeight,Remarks,CombineQuantityBuildable,AutoManufacture,IsActive
"BC 2'8"" x 8'0"" RH 6 PANEL ROCKPORT SC DOOR FJ 6-5/8"" JAMB",BC000641,INTERIOR DOOR,Stocked product,FALSE,,,,,581.1,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,354.67,,,,,,,357.96,,,,,,,,,232.44,,Boise Cascade,,,BC000641,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'4"" x 8'0"" 6 PANEL ROCKPORT SC POCKET DOOR",BC000642,POCKET DOOR,Stocked product,FALSE,,,,,870.78,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,385,,,,,,,536.4,,,,,,,,,348.31,,Boise Cascade,,,BC000642,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'6"" x 8'0"" LH 6 PANEL ROCKPORT SC DOOR FJ 6-5/8"" JAMB",BC000643,INTERIOR DOOR,Stocked product,FALSE,,,,,539.7,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,385,,,,,,,332.46,,,,,,,,,215.88,,Boise Cascade,,,BC000643,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'6"" x 8'0"" RH 6 PANEL ROCKPORT SC DOOR FJ 6-5/8"" JAMB",BC000644,INTERIOR DOOR,Stocked product,FALSE,,,,,596.15,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,350.67,,,,,,,,,,,,,,,,238.46,,Boise Cascade,,,BC000644,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"2'6""x6'8"" LH 10-lite Clear Tempered Ovolo 4-9/16"" Jamb 2-1/4"" A Colonial",BC000646,PULTE INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,351.87,,,,,,,,,,235.4,,,,,BC000646,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2'6""x6'8"" RH 10-lite Clear Tempered Ovolo 4-9/16"" Jamb 2-1/4"" A Colonial",BC000647,PULTE INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,351.87,,,,,,,,,,235.4,,,,,BC000647,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2'6x5'11"" LHIS HC FLUSH FULLBOUND BORE 12"" up from bottom of door",BC000648,MILLCREEK INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,297.42,,,,,,,,,,,,123.66,,DW Distribution,,,BC000648,,,1,1,,1,1,0,0,0,0,,FALSE,FALSE,TRUE
"DW 2'-8"" Adjustable Threshold for 4-9/16"" jamb",BC000649,THRESHOLD,Stocked product,FALSE,,,,,49.92,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.96738,,DW Distribution,,,BC000649,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"DBL 5'4"" x 8'0"" SMTHSTR 1 PNL SHAKER LHOS T-AST ORB NRP HINGES 6-9/16"" JAMB BRNZ SILL BM",BC000652,FIBERGLASS DOOR,Stocked product,FALSE,,,,,3318.75,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327.5,,Boise Cascade,,,BC000652,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'8"" x 8'0"" SMOOTHSTAR 1 PANEL SHAKER STYLE,  LH OUTSWING, ORB HINGES, 6-9/16"" JAMB BRONZE SILL BM",BC000653,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,1640,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,,Boise Cascade,,,BC000653,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'8"" x 8'0"" SMOOTHSTAR 1 PANEL FLUSH,  RH OUTSWING, ORB HINGES, 6-9/16"" JAMB, BRONZE SILL, BM",BC000654,FIBERGLASS DOOR,Stocked product,FALSE,,,,,1231.25,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.5,,Boise Cascade,,,BC000654,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"2'8""x8'0"" THERMATRU STEEL 810 6 PNL RHOS DBL BORE 4-9/16"" FJ JAMB BM BRZ ADJ SILL ORB NRP HNG",BC000655,TOLL BROTHERS GARAGE SERVICE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.5,,Boise Cascade,,,BC000655,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2'8"" x 8'0"" EXTERIOR DOOR FRAME ONLY",BC000657,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.96,,DW Distribution,,,BC000657,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 1'6"" x 6'8"" 2 PANEL ARCH TOP SMOOTH, RH, HC, 4-9/16"" JAMB, SN HINGES, C-322 CASING",BC000662,PULTE LITE INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,145.64,,,,,,,,,,106.4,,Boise Cascade,,,BC000662,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 1'6"" x 6'8"" 2 PANEL ARCH TOP SMOOTH, LH, HC, 4-9/16"" JAMB, SN HINGES, C-322 CASING",BC000663,PULTE LITE INTERIOR DOORS,Stocked product,FALSE,,,,,255.04,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,145.64,,,,,,,,,,102.015,,Boise Cascade,,,BC000663,ea.,ea.,1,1,ea.,1,1,0,0,0,0,,FALSE,FALSE,TRUE
16' 6000 OAK HANDRL [PD] CONTEMPRY 1-5/8 X 2-3/4,BC000665,TRIM,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.68,,Southwest Moulding & Millwork,,,BC000665,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2""0""x6'8"" RH 4-9/16"" FJ Jamb 1-lite (Hinge Side) Frosted 1X4 MDF CASE",BC000670,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,336.74,,,,,,,,,,,,,,,,,,,,,,,228.98,,Boise Cascade,,,BC000670,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"4'0""x6'8"" DBL Ball Catch 10-LITE, 4-9/16"" FJ Jamb 1x4 Casing",BC000671,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,614.21,,,,,,,,,,,,,249.7,,,,,,,,,,417.66,,Boise Cascade,,,BC000671,,,1,1,,1,1,0,0,0,0,,FALSE,FALSE,TRUE
"DOUBLE 2'8"" x 6'8"" HC 2 PANEL SQUARE, 6-9/16"" FJ JAMB W/BC, PG HINGES, 1 x 4 MDF CASING",BC000672,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,290.31,47.05941948,FALSE,FALSE,,,,,,,,,,,290.31,,,,,,,,,,,,,,,,,,,,,,,197.41,,,,,BC000672,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2'8"" x 6'8"" HC 2 PANEL SQUARE, RHIS, 4-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000673,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,197.08,58.87142281,FALSE,FALSE,,,,,,,,,,,197.08,,,,,,,,,,,,,,,,,,,,,,,124.05,,,,,BC000673,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2'8"" x 6'8"" HC 2 PANEL SQUARE, LHIS, 4-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000674,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,197.08,58.87142281,FALSE,FALSE,,,,,,,,,,,197.08,,,,,,,,,,,,,,,,,,,,,,,124.05,,,,,BC000674,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'0"" x 6'8"" HC 2 PANEL SQUARE, RHIS, 4-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000675,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,185.29,58.65228187,FALSE,FALSE,,,,,,,,,,,185.29,,,,,,,,,,,,,,,,,,,,,,,116.79,,,,,BC000675,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'0"" x 6'8"" HC 2 PANEL SQUARE, LHIS, 4-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000676,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,185.29,58.65228187,FALSE,FALSE,,,,,,,,,,,185.29,,,,,,,,,,,,,,,,,,,,,,,116.79,,,,,BC000676,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DOUBLE 2'0"" x 6'8"" HC 2 PANEL SQUARE, 4-9/16"" FJ JAMB W/BC, PG HINGES, 1 x 4 MDF CASING",BC000677,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,376.8,103.5546432,FALSE,FALSE,,,,,,,,,,,376.8,,,,,,,,,,,,,,,,,,,,,,,185.11,,,,,BC000677,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'0"" x 6'8"" HC 2 PANEL SQUARE, LHIS, 6-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000678,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,235.37,75.11345882,FALSE,FALSE,,,,,,,,,,,235.37,,,,,,,,,,,,,,,,,,,,,,,134.41,,,,,BC000678,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'0"" x 6'8"" HC 2 PANEL SQUARE, RHIS, 6-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000679,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,235.37,75.11345882,FALSE,FALSE,,,,,,,,,,,235.37,,,,,,,,,,,,,,,,,,,,,,,134.41,,,,,BC000679,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'0"" x 6'8"" HC 2 PANEL ARCH TOP, RHIS, 6-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000680,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,235.37,75.11345882,FALSE,FALSE,,,,,,,,,,,235.37,,,,,,,,,,,,,,,,,,,,,,,134.41,,,,,BC000680,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'0"" x 6'8"" HC 2 PANEL ARCH TOP, LHIS, 6-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000682,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,235.37,75.11345882,FALSE,FALSE,,,,,,,,,,,235.37,,,,,,,,,,,,,,,,,,,,,,,134.41,,,,,BC000682,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DOUBLE 2'0"" x 6'8"" HC 2 PANEL ARCH TOP, 4-9/16"" FJ JAMB W/BC, PG HINGES, 1 x 4 MDF CASING",BC000683,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,376.8,103.5546432,FALSE,FALSE,,,,,,,,,,,376.8,,,,,,,,,,,,,,,,,,,,,,,185.11,,,,,BC000683,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'0"" x 6'8"" HC 2 PANEL ARCH TOP, LHIS, 4-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000684,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,185.29,58.65228187,FALSE,FALSE,,,,,,,,,,,185.29,,,,,,,,,,,,,,,,,,,,,,,116.79,,,,,BC000684,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'0"" x 6'8"" HC 2 PANEL ARCH TOP, RHIS, 4-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000685,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,185.29,58.65228187,FALSE,FALSE,,,,,,,,,,,185.29,,,,,,,,,,,,,,,,,,,,,,,116.79,,,,,BC000685,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2'8"" x 6'8"" HC 2 PANEL ARCH TOP, LHIS, 4-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000686,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,197.08,58.87142281,FALSE,FALSE,,,,,,,,,,,197.08,,,,,,,,,,,,,,,,,,,,,,,124.05,,,,,BC000686,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2'8"" x 6'8"" HC 2 PANEL ARCH TOP, RHIS, 4-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000687,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,197.08,58.87142281,FALSE,FALSE,,,,,,,,,,,197.08,,,,,,,,,,,,,,,,,,,,,,,124.05,,,,,BC000687,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DOUBLE 2'8"" x 6'8"" HC 2 PANEL ARCH TOP, 6-9/16"" FJ JAMB W/BC, PG HINGES, 1 x 4 MDF CASING",BC000688,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,290.31,47.05941948,FALSE,FALSE,,,,,,,,,,,290.31,,,,,,,,,,,,,,,,,,,,,,,197.41,,,,,BC000688,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DOUBLE 2'8"" x 6'8"" HC 2 PANEL ARCH TOP W/V-GROOVE, 6-9/16"" FJ JAMB W/BC, PG HINGES, 1 x 4 MDF CASING",BC000689,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,290.31,47.05941948,FALSE,FALSE,,,,,,,,,,,290.31,,,,,,,,,,,,,,,,,,,,,,,197.41,,,,,BC000689,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2'8"" x 6'8"" HC 2 PANEL ARCH TOP W/V-GROOVE, RHIS, 4-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000690,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,197.08,58.87142281,FALSE,FALSE,,,,,,,,,,,197.08,,,,,,,,,,,,,,,,,,,,,,,124.05,,,,,BC000690,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2'8"" x 6'8"" HC 2 PANEL ARCH TOP W/V-GROOVE, LHIS, 4-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000691,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,310.13,150,TRUE,FALSE,,,,,,,,,,,197.08,,,,,,,,,,,,,,,,,,,,,,,124.05,,,,,BC000691,ea.,ea.,1,1,ea.,1,1,0,0,0,0,,FALSE,FALSE,TRUE
"BC 2'0"" x 6'8"" HC 2 PANEL ARCH TOP W/V-GROOVE, RHIS, 4-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000692,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,185.29,58.65228187,FALSE,FALSE,,,,,,,,,,,185.29,,,,,,,,,,,,,,,,,,,,,,,116.79,,,,,BC000692,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'0"" x 6'8"" HC 2 PANEL ARCH TOP W/V-GROOVE, LHIS, 4-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000693,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,185.29,58.65228187,FALSE,FALSE,,,,,,,,,,,185.29,,,,,,,,,,,,,,,,,,,,,,,116.79,,,,,BC000693,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DOUBLE 2'0"" x 6'8"" HC 2 PANEL ARCH TOP W/V-GROOVE, 4-9/16"" FJ JAMB W/BC, PG HINGES, 1 x 4 MDF CASING",BC000694,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,376.8,103.5546432,FALSE,FALSE,,,,,,,,,,,376.8,,,,,,,,,,,,,,,,,,,,,,,185.11,,,,,BC000694,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'0"" x 6'8"" HC 2 PANEL ARCH TOP W/V-GROOVE, LHIS, 6-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000695,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,235.37,75.11345882,FALSE,FALSE,,,,,,,,,,,235.37,,,,,,,,,,,,,,,,,,,,,,,134.41,,,,,BC000695,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'0"" x 6'8"" HC 2 PANEL ARCH TOP W/V-GROOVE, RHIS, 6-9/16"" FJ JAMB, PG HINGES, 1 x 4 MDF CASING",BC000696,FTH INTERIOR DOORS,Stocked product,FALSE,,,,,235.37,75.11345882,FALSE,FALSE,,,,,,,,,,,235.37,,,,,,,,,,,,,,,,,,,,,,,134.41,,,,,BC000696,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2868 RHIS PRO SELECT FG FULL LITE 4-9/16"" JMB MILL SILL SN HNGS",BC000697,PULTE I/S BACK PATIO DOOR,Stocked product,FALSE,,,,,939.75,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,532.8,,,,,,,,,,375.90167,,Boise Cascade,,,BC000697,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2868 LHIS PRO SELECT FG FULL LITE 4-9/16"" JMB MILL SILL SN HNGS",BC000698,PULTE I/S BACK PATIO DOOR,Stocked product,FALSE,,,,,825.75,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,532.8,,,,,,,,,,330.3,,Boise Cascade,,,BC000698,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'8"" x 8'0"" LH 6 PANEL ROCKPORT SC DOOR FJ 6-5/8"" JAMB",BC000700,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,354.67,,,,,,,336.24,,,,,,,,,218.34,,,,,BC000700,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC 3'0"" x 6'8"" LH FC60 THERMA-TRU FIBER-CLASSIC OAK FG DR SLAB ONLY",BC000701,PULTE FRONT DOOR,Stocked product,FALSE,,,,"3'0""X6'8"" FC60 THERMA-TRU FIBER-CLASSIC OAK FIBERGLASS DOOR LHIS BRUSHED NICKEL HINGES BORE FOR PEEPSITE PRIMED WOOD FRAME 4-9/16"" PRIMED Brickmold  EXT TRIM",0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,336.92,,,,,,,,,,219,,,,,BC000701,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"ADT DBL 2'0"" x 6'8"" HC 2 PNL SQ TP, 4-9/16"" FJ JMB W/BC, SN HNGS",BC000702,MILLCREEK INTERIOR DOORS,Stocked product,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,284.04,,,,,,,,,,,,259.45,,Boise Cascade,,,BC000702,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2'6x5'2"" LHIS HC FLUSH HARDBOARD 4-9/6"" FJ Jamb",BC000703,MILLCREEK INTERIOR DOORS,Stocked product,FALSE,,,,,445.08,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,225.44,,,,,,,,,,,,178.03,,Boise Cascade,,,BC000703,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"Boise 2'8"" Sweep Wood Door",BC000704,EXTERIOR DOOR,Stocked product,FALSE,,,,,5.63,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,3.77,,,,,,,,,,2.25,,,,,BC000704,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"Boise 3'0"" Sweep Wood Door",BC000705,EXTERIOR DOOR,Stocked product,FALSE,,,,,6.23,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,,,,,BC000705,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
Sweep Install,BC000707,EXTERIOR DOOR,Service,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,0,,"DFW Door Installations, LLC",,,BC000707,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2'8"" x 6'8"" FULLBOUND ATTIC ACCESS DOOR LH",BC000708,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.68,,Boise Cascade,,,BC000708,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 36"" MILL XW SILL EXTENDER INSWING for 6-9/16"" Jamb",BC000709,THRESHOLD,Stocked product,FALSE,,,,,18.15,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26,,DW Distribution,,,BC000709,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
JAMB LEGS,BC000710,DOOR COMPONENTS,Stocked product,FALSE,,,,,21.28,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.51,,DW Distribution,,,BC000710,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"3'0"" x 8'0"" MAHOGANY 6 LITE, LOW E BEVELED GLASS, LH, 6-9/16"" JAMB, , BM, BLACK HINGES, BRONZE SILL",BC000712,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC000712,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DOUBLE 3'0"" x 8'0"" MAHOGANY 6 LITE, LOW E CLEAR GLASS W/T-ASTRAGAL, LH, 6-9/16"" JAMB, , BM, BLACK HINGES, BRONZE SILL",BC000713,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC000713,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DOUBLE 3'0"" x 8'0"" MAHOGANY 6 LITE, LOW E CLEAR GLASS W/T-ASTRAGAL, RH, 6-9/16"" JAMB, , BM, BLACK HINGES, BRONZE SILL",BC000714,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC000714,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"3'0"" x 6'8"" FG FULL LITE W/MINI BLINDS, LH, 6-9/16"" JAMB, BM, BLACK HINGES, BRONZE SILL",BC000715,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC000715,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
SUB-LOCATION PLACE HOLDER.,BC000717,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,BC000717,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2'8"" x 8'0"" SMOOTHSTAR 1 PANEL FLUSH, RH OUTSWING, ORB HINGES, 6-9/16"" JAMB, BRONZE SILL, BM",BC000718,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,BC000718,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"2'8"" x 8'0"" SMOOTHSTAR 1 PANEL SHAKER STYLE, LH OUTSWING, ORB HINGES, 6-9/16"" JAMB, BRONZE SILL, BM",BC000719,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,BC000719,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DOUBLE 5'4"" x 8'0"" SMOOTHSTAR 1 PANEL SHAKER STYLE, LH OUTSWING, T-ASTRAGAL, ORB NRP HINGES, 6-9/16"" JAMB, BRONZE SILL, BM",BC000722,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,BC000722,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2'8"" x 8'0"" RH GARAGE TO HOUSE 20 MIN 6-9/16"" JMB SPRNG HNGS",BC000724,TOLL BROTHERS GARAGE SERVICE DOOR,Stocked product,FALSE,,,,,748.55,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.86,,,,,299.42059,,DW Distribution,,,BC000724,ea.,ea.,1,1,ea.,1,1,0,0,0,0,,FALSE,FALSE,TRUE
"DW 2'8"" x 8'0"" LH GARAGE TO HOUSE DOOR 20 MIN 6-9/16"" JMB SPRNG HNGS",BC000725,TOLL BROTHERS GARAGE SERVICE DOOR,Stocked product,FALSE,,,,,755.47,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.86,,,,,302.186,,DW Distribution,,,BC000725,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"DOUBLE 2'6"" x 8'0"" 1-3/4"" SC RIVERSIDE NO BORE BALL CATCH 4-5/8"" JAMB",BC000726,TOLL BROTHERS INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.48,,,,,369.98,,DW Distribution,,,BC000726,,,1,1,,1,1,0,0,0,0,,FALSE,FALSE,TRUE
"1/2"" 4'  x 8' MDF",BC000727,TRIM,Stocked product,FALSE,,,,,53.75,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,33.08,,,,63.54,33.08,,,,21.5,,BlueLinx,,,BC000727,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
MOISTOP SEALANT AP URETHANE WHITE,BC000728,SEALANT,Stocked product,FALSE,,,,,30.73,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.292,,Boise Cascade,,12.29,BC000728,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
